White rating,Black rating,White result,Black result,Victory by checkmate,Victory by time,Victory by resignation,Opposite side castling,Other development
2088,2069,1,0,0,0,1,1,0
2910,1863,1,0,0,0,0,0,1
2097,2071,0,1,0,0,1,0,1
2079,2089,0,1,0,0,1,0,1
1587,2918,0.5,0.5,0,0,0,0,1
2098,2065,0,1,0,0,1,0,1
2508,151,0,1,0,0,1,0,1
2056,2107,1,0,1,0,0,0,1
2100,2063,1,0,1,0,0,0,1
2054,2109,1,0,0,0,1,0,1
2102,2061,1,0,0,0,1,0,1
2918,1587,1,0,0,0,1,0,1
2077,2094,0,1,0,0,1,1,0
2086,2085,1,0,0,0,1,0,1
2077,2094,1,0,1,0,0,0,1
2918,1457,1,0,0,1,0,0,1
1934,2072,0,1,1,0,0,0,1
2067,1939,1,0,1,0,0,1,0
1944,2062,0,1,1,0,0,0,1
2056,1950,1,0,1,0,0,0,1
1956,2050,0,1,1,0,0,0,1
2988,357,0.5,0.5,0,0,0,0,1
2061,1945,0,1,0,1,0,0,1
1951,2055,0,1,1,0,0,0,1
2049,1957,1,0,1,0,0,0,1
2923,308,1,0,1,0,0,0,1
1963,2043,0,1,1,0,0,0,1
2037,1969,1,0,1,0,0,0,1
1959,2047,1,0,0,1,0,0,1
1948,2062,1,0,0,0,1,0,1
2923,1160,1,0,1,0,0,0,1
2052,1954,1,0,1,0,0,0,1
1960,2046,0,1,1,0,0,0,1
2040,1966,1,0,1,0,0,0,1
1973,2033,0,1,1,0,0,0,1
2043,1963,0,1,0,0,1,0,1
2054,2087,0,1,0,0,1,0,1
2060,1953,0,1,0,0,1,0,1
1959,2054,0,1,1,0,0,0,1
2065,1948,0,1,0,0,1,0,1
1953,2068,0,1,1,0,0,0,1
2079,1942,0,1,0,0,1,1,0
1494,2923,0,1,0,0,1,1,0
2923,1494,1,0,0,0,1,0,1
1494,2923,0,1,0,0,1,0,1
2923,1494,1,0,0,1,0,0,1
1494,2923,0,1,0,0,1,0,1
2166,2327,0,1,0,0,1,0,1
2090,2324,0,1,1,0,0,1,0
2321,2093,1,0,0,0,1,0,1
2309,343,0,1,0,0,1,0,1
2310,300,0,1,0,0,1,1,0
2171,346,1,0,0,0,1,0,1
2318,356,1,0,0,0,1,0,1
2300,320,0,1,0,0,1,1,0
2927,284,0.5,0.5,0,0,0,0,1
2181,349,1,0,0,0,1,1,0
2040,1991,0,1,0,0,1,0,1
1998,2033,0,1,0,0,1,0,1
2042,1989,0,1,0,0,1,0,1
1996,2035,0,1,1,0,0,0,1
2044,1987,0,1,1,0,0,0,1
1986,2045,0.5,0.5,0,0,0,0,1
2055,1976,0,1,0,0,1,0,1
1982,2049,0,1,0,0,1,0,1
2051,1980,0.5,0.5,0,0,0,0,1
1987,2044,0,1,0,0,1,0,1
2739,360,1,0,0,0,1,0,1
2289,322,0,1,0,0,1,0,1
2037,1994,1,0,0,0,1,0,1
1985,2046,1,0,1,0,0,0,1
2056,1975,0,1,0,0,1,0,1
1981,2050,0,1,1,0,0,0,1
2060,1971,0,1,0,0,1,0,1
1977,2054,0,1,1,0,0,1,0
2978,285,0,1,0,0,1,0,1
2064,1967,0,1,1,0,0,0,1
1965,2066,0.5,0.5,0,0,0,1,0
2077,1954,0,1,1,0,0,0,1
1960,2071,0,1,0,0,1,0,1
2065,1966,1,0,0,0,1,0,1
1964,2067,0.5,0.5,0,0,0,0,1
2745,308,1,0,0,0,1,0,1
2078,1953,0,1,0,0,1,0,1
1950,2081,0.5,0.5,0,0,0,0,1
2076,1955,1,0,0,0,1,0,1
1952,2079,0.5,0.5,0,0,0,0,1
2090,1941,0,1,0,0,1,0,1
1938,2093,0.5,0.5,0,0,0,0,1
2088,1943,1,0,0,0,1,1,0
1948,2083,0,1,0,0,1,0,1
2971,286,0,1,0,0,1,0,1
2078,1953,1,0,0,0,1,0,1
1958,2073,0,1,0,0,1,0,1
2067,1964,1,0,0,0,1,0,1
2753,309,1,0,0,0,1,0,1
1970,2061,0,1,0,0,1,1,0
2055,1976,1,0,0,0,1,0,1
1983,2048,0,1,0,0,1,0,1
2058,1973,0,1,1,0,0,0,1
1971,2060,0.5,0.5,0,0,0,0,1
2070,1961,0,1,0,0,1,0,1
1958,2073,0.5,0.5,0,0,0,0,1
2076,1955,0.5,0.5,0,0,0,0,1
1961,2070,0,1,0,0,1,0,1
2927,287,0.5,0.5,0,0,0,0,1
2745,363,0.5,0.5,0,0,0,0,1
2094,351,1,0,0,0,1,0,1
1964,2052,0,1,0,0,1,0,1
2046,1970,1,0,0,0,1,0,1
1968,2048,0.5,0.5,0,0,0,0,1
2058,1958,0,1,0,0,1,0,1
1947,2069,1,0,0,0,1,0,1
2080,1936,0,1,0,0,1,0,1
1941,2075,0,1,1,0,0,0,1
2070,1946,1,0,0,0,1,0,1
2575,1706,1,0,1,0,0,0,1
1951,2065,0,1,0,0,1,0,1
1706,2575,0,1,1,0,0,0,1
2066,433,1,0,0,0,1,0,1
2574,1720,1,0,1,0,0,0,1
1938,2184,0,1,0,1,0,0,1
2086,2091,1,0,0,1,0,0,1
2181,1941,1,0,0,0,1,0,1
2580,385,1,0,0,0,1,0,1
2083,2094,1,0,1,0,0,0,1
2649,467,0.5,0.5,0,0,0,0,1
2094,2083,0.5,0.5,0,0,0,0,1
2074,2103,1,0,0,0,1,0,1
2286,355,1,0,0,0,1,0,1
2758,352,0,1,1,0,0,0,1
2288,356,1,0,0,0,1,0,1
2756,353,0,1,0,0,1,0,1
2290,357,1,0,0,0,1,0,1
2000,433,1,0,0,0,1,0,1
2755,287,0.5,0.5,0,0,0,0,1
1948,2335,1,0,0,0,1,0,1
2347,2169,0,1,0,0,1,0,1
2002,2345,0,1,0,0,1,0,1
2073,2505,0,1,0,0,1,1,0
2104,2069,0.5,0.5,0,0,0,0,1
2032,434,1,0,0,0,0,0,1
2085,2096,0,1,0,1,0,0,1
2518,323,1,0,1,0,0,0,1
2105,2076,0,1,0,0,1,0,1
2075,2106,0.5,0.5,0,0,0,0,1
2115,2086,0,1,1,0,0,0,1
2083,2116,0.5,0.5,0,0,0,0,1
2125,2074,0,1,1,0,0,0,1
2081,2118,0,1,0,0,1,1,0
2291,358,1,0,0,0,1,0,1
2111,2086,1,0,0,0,1,0,1
2753,353,0,1,0,0,1,0,1
2077,2120,1,0,0,0,1,0,1
2165,2078,0,1,1,0,0,0,1
2121,2077,0.5,0.5,0,0,0,0,1
2555,2525,1,0,1,0,0,0,1
1755,2649,0,1,1,0,0,0,1
2122,439,1,0,0,0,1,0,1
2649,1755,1,0,1,0,0,0,1
2067,2175,1,0,1,0,0,0,1
2523,149,0,1,0,0,1,0,1
2132,2053,0,1,0,0,1,0,1
2060,2125,0,1,0,0,1,0,1
1954,2051,0,1,0,1,0,0,1
2056,2170,0,1,1,0,0,0,1
2939,306,1,0,1,0,0,0,1
2164,2059,1,0,0,0,1,1,0
2959,363,0.5,0.5,0,0,0,0,1
2048,2175,1,0,0,0,1,0,1
2069,2116,0,1,0,0,1,0,1
2279,2655,0.5,0.5,0,0,0,0,1
2939,309,0.5,0.5,0,0,0,0,1
2653,2290,1,0,0,0,0,0,1
2169,2075,1,0,1,0,0,0,1
2109,2080,1,0,0,1,0,0,1
2959,367,0.5,0.5,0,0,0,1,0
2179,2068,0,1,1,0,0,0,1
2939,311,0.5,0.5,0,0,0,0,1
2067,2110,0.5,0.5,0,0,0,0,1
2642,285,0,1,0,0,1,0,1
2111,2066,0.5,0.5,0,0,0,0,1
2071,2104,0,1,0,0,1,0,1
2096,2077,1,0,0,0,1,0,1
2066,2190,1,0,1,0,0,0,1
2061,2105,1,0,1,0,0,0,1
2114,2049,0,1,1,0,0,0,1
2056,2107,0,1,0,0,1,0,1
2552,2321,1,0,0,0,1,0,1
2324,2549,0,1,0,0,1,0,1
2545,2328,1,0,0,0,1,0,1
2332,2541,0,1,0,0,1,0,1
2554,2319,0,1,0,0,0,0,1
2322,2551,0,1,0,0,1,0,1
1840,2188,0,1,0,0,1,0,1
2548,2325,1,0,0,0,1,0,1
2320,2553,0.5,0.5,0,0,0,0,1
2550,2323,1,0,0,0,1,0,1
2327,2546,0,1,0,0,1,0,1
2642,1700,1,0,0,0,1,0,1
2542,2331,1,0,0,0,1,0,1
2332,350,0.5,0.5,0,0,0,0,1
1825,2642,0,1,0,0,1,0,1
2642,1825,1,0,0,0,1,0,1
2328,2546,0.5,0.5,0,0,0,0,1
2290,303,0.5,0.5,0,0,0,0,1
2186,1827,1,0,0,0,1,0,1
2322,353,0,1,0,0,1,0,1
2296,305,0.5,0.5,0,0,0,0,1
2542,2327,1,0,0,0,1,1,0
1718,2939,0,1,1,0,0,0,1
2322,2547,0.5,0.5,0,0,0,0,1
2044,2109,1,0,1,0,0,1,0
1991,2037,0,1,1,0,0,0,1
2939,1719,1,0,1,0,0,1,0
2102,2041,1,0,0,0,1,1,0
2034,1998,1,0,1,0,0,0,1
1720,2939,0,1,1,0,0,0,1
2543,2326,1,0,0,0,1,0,1
2006,2026,0,1,1,0,0,0,1
2033,2095,0,1,1,0,0,0,1
2321,2548,0.5,0.5,0,0,0,0,1
2035,2088,0,1,0,0,1,1,0
2081,2039,1,0,0,0,1,0,1
2642,1748,1,0,1,0,0,0,1
2046,2074,0,1,0,1,0,0,1
2066,2054,1,0,0,0,1,1,0
2540,2531,1,0,1,0,0,0,1
2304,308,1,0,0,0,1,1,0
2539,2532,0,1,1,0,0,0,1
2939,1115,1,0,0,0,1,1,0
2043,2197,1,0,0,0,1,0,1
1115,2939,0,1,0,0,1,1,0
2034,2075,1,0,1,0,0,0,1
1843,2263,0,1,0,0,0,1,0
2068,2041,1,0,1,0,0,0,1
2053,444,1,0,0,0,1,0,1
2314,354,1,0,0,0,1,0,1
2751,309,0,1,0,0,1,0,1
2028,2030,1,0,0,0,1,0,1
2038,2020,0,1,1,0,0,0,1
2316,355,1,0,0,0,1,0,1
2375,2051,0,1,0,0,1,0,1
2749,309,0,1,0,0,1,0,1
2006,2389,1,0,0,0,1,0,1
2193,2393,0.5,0.5,0,1,0,0,1
2318,357,1,0,0,0,1,0,1
2747,310,0,1,0,0,1,0,1
2645,398,1,0,0,0,1,0,1
2312,358,0.5,0.5,0,0,0,0,1
2925,388,0.5,0.5,0,0,0,0,1
2753,311,0,1,0,0,1,0,1
2643,400,1,0,0,0,1,0,1
1965,444,1,0,0,0,1,0,1
2919,390,0,1,0,0,1,0,1
2314,359,1,0,0,0,1,0,1
2649,323,1,0,0,0,1,0,1
2524,2545,1,0,1,0,0,0,1
2889,393,0,1,0,0,1,0,1
2751,311,0,1,0,0,1,0,1
2655,325,1,0,0,0,1,0,1
2891,397,0.5,0.5,0,0,0,0,1
2526,2889,0,1,1,0,0,0,1
2887,2528,1,0,0,0,1,0,1
2316,359,1,0,0,0,1,0,1
2530,2885,0,1,0,0,1,0,1
2883,2532,1,0,0,0,0,0,1
2534,2881,0,1,1,0,0,0,1
2879,2536,1,0,1,0,0,0,1
2530,2885,0.5,0.5,0,0,0,0,1
2891,2524,0.5,0.5,0,0,0,0,1
2518,2897,0.5,0.5,0,0,0,0,1
2895,2520,1,0,1,0,0,0,1
2522,2893,0,1,1,0,0,0,1
2648,279,0.5,0.5,0,0,0,1,0
2891,2524,1,0,1,0,0,0,1
2307,448,1,0,0,0,1,0,1
1110,2939,0,1,0,0,1,0,1
2034,214,0,1,1,0,0,0,1
2939,1110,1,0,0,0,1,0,1
1110,2939,0,1,1,0,0,0,1
2939,1110,1,0,0,0,1,0,1
2068,2005,0,1,0,0,1,0,1
2025,274,0,1,0,0,1,0,1
1995,2090,1,0,0,1,0,0,1
2061,295,0.5,0.5,0,0,0,0,1
2084,2001,1,0,1,0,0,0,1
1991,2094,1,0,0,0,1,0,1
2088,1997,1,0,1,0,0,1,0
1987,2098,1,0,0,0,1,0,1
2541,296,0,1,0,0,1,0,1
2109,1976,0,1,0,1,0,0,1
2017,150,0,1,0,0,1,1,0
1981,2104,0,1,1,0,0,0,1
2099,1986,1,0,1,0,0,1,0
1975,2110,1,0,0,0,1,0,1
2105,1980,1,0,1,0,0,0,1
2062,450,1,0,1,0,0,0,1
2003,451,1,0,0,0,1,0,1
2520,2320,1,0,0,0,1,0,1
1985,2100,0,1,1,0,0,0,1
2092,1991,1,0,1,0,0,1,0
1997,2086,0,1,1,0,0,0,1
2078,2003,1,0,1,0,0,0,1
1993,2088,1,0,0,0,1,0,1
2099,1982,0,1,0,0,1,0,1
1971,2110,1,0,1,0,0,1,0
2105,1976,1,0,1,0,0,0,1
1981,2100,0,1,1,0,0,0,1
2094,1987,1,0,1,0,0,0,1
1976,2105,1,0,0,1,0,0,1
2939,1114,1,0,0,0,1,0,1
2100,1981,1,0,1,0,0,0,1
1970,2111,1,0,0,0,1,0,1
1494,2939,0,1,0,0,1,0,1
2104,2069,1,0,1,0,0,0,1
2939,1494,1,0,0,0,1,0,1
1975,2099,0,1,1,0,0,0,1
2094,1980,1,0,1,0,0,1,0
1494,2939,0,1,0,0,1,0,1
1986,2088,0,1,1,0,0,0,1
2939,1494,1,0,1,0,0,0,1
1494,2939,0,1,0,0,1,0,1
2939,1494,1,0,0,0,1,0,1
1494,2939,0,1,0,1,0,1,0
2939,1494,1,0,0,0,1,0,1
1494,2939,0,1,0,0,1,0,1
2307,308,0.5,0.5,0,0,0,0,1
2321,356,1,0,0,0,1,0,1
2748,309,0,1,0,0,1,0,1
2323,357,1,0,0,0,1,0,1
2746,355,0,1,0,0,1,0,1
2309,358,1,0,0,0,1,0,1
2744,356,0,1,0,0,1,0,1
2311,359,1,0,0,0,1,0,1
2083,1968,1,0,1,0,0,0,1
2078,1924,1,0,0,1,0,0,1
1965,2081,0.5,0.5,0,0,0,0,1
2742,357,0,1,0,0,1,0,1
2075,1971,1,0,1,0,0,0,1
2313,360,1,0,0,0,1,1,0
1977,2069,0,1,1,0,0,0,1
2080,1966,0,1,0,1,0,0,1
2740,358,0,1,0,0,1,0,1
2024,147,0,1,0,1,0,0,1
1972,2070,0,1,1,0,0,0,1
2064,1978,1,0,1,0,0,0,1
2013,2057,0,1,0,1,0,0,1
1828,2414,0,1,0,1,0,0,1
1985,2050,0,1,1,0,0,0,1
2413,1829,1,0,0,0,1,0,1
2060,1975,0,1,0,0,1,0,1
2188,2065,1,0,0,0,1,0,1
2021,257,1,0,0,0,0,0,1
2016,149,0.5,0.5,0,0,0,0,1
2522,2889,0,1,0,0,0,0,1
2887,2524,1,0,0,1,0,0,1
2315,358,0,1,0,0,1,0,1
2317,325,0,1,0,0,1,0,1
2199,361,1,0,0,0,1,0,1
2298,448,0,1,0,0,0,0,1
2007,149,0,1,0,1,0,0,1
2882,272,0,1,0,0,1,0,1
2759,330,0.5,0.5,0,0,0,0,1
2880,274,0,1,0,0,1,0,1
2292,327,0,1,0,0,1,0,1
2770,333,1,0,0,0,1,0,1
2870,395,0,1,0,0,1,0,1
1829,2552,0,1,0,0,1,0,1
2656,335,1,0,0,0,1,0,1
2013,449,1,0,0,0,1,0,1
2050,291,0.5,0.5,0,0,0,0,1
2019,271,1,0,1,0,0,0,1
2044,293,1,0,1,0,0,0,1
2550,146,0,1,1,0,0,1,0
2011,158,1,0,0,0,1,0,1
1993,296,0,1,0,0,1,0,1
2059,1959,1,0,1,0,0,0,1
1088,2939,0,1,0,0,1,0,1
2939,1088,1,0,1,0,0,0,1
1580,2550,0,1,0,0,1,0,1
2042,450,1,0,1,0,0,0,1
1474,2939,0,1,0,0,1,0,1
2049,2045,0,1,1,0,0,1,0
2053,2041,0,1,0,0,1,0,1
2049,2045,0,1,1,0,0,0,1
2037,2057,1,0,1,0,0,0,1
2049,2045,1,0,0,1,0,0,1
2036,2058,1,0,1,0,0,0,1
2050,2044,1,0,1,0,0,0,1
2548,271,0,1,1,0,0,0,1
2052,2042,0,1,0,1,0,0,1
2042,2052,0.5,0.5,0,0,0,0,1
2547,159,0,1,0,0,1,1,0
2061,2033,0,1,0,1,0,1,0
2024,2070,1,0,1,0,0,0,1
2081,1948,0,1,0,0,1,0,1
2029,2074,0,1,1,0,0,0,1
1945,2077,0.5,0.5,0,0,0,0,1
2070,2036,1,0,1,0,0,0,1
2035,2071,0.5,0.5,0,0,0,0,1
2063,2043,1,0,1,0,0,0,1
2051,2055,0,1,1,0,0,0,1
2063,2043,0,1,0,1,0,1,0
2042,2064,0.5,0.5,0,0,0,1,0
2056,2050,1,0,1,0,0,1,0
2058,2048,0,1,1,0,0,0,1
2056,2050,0,1,0,0,1,1,0
2041,2065,1,0,0,1,0,1,0
2057,2049,1,0,1,0,0,0,1
2319,2520,0,1,0,0,1,0,1
2049,2057,0.5,0.5,0,0,0,0,1
2049,2057,1,0,1,0,0,0,1
2049,2057,1,0,0,1,0,1,0
2517,2266,1,0,0,0,1,0,1
2066,2040,0,1,0,0,1,1,0
2323,2513,0,1,0,0,1,0,1
1951,2060,0,1,1,0,0,1,0
2052,2048,1,0,1,0,0,0,1
2509,2327,1,0,0,0,1,0,1
2040,2060,1,0,0,1,0,1,0
1749,2265,0,1,0,0,1,0,1
2060,2040,0.5,0.5,0,0,0,1,0
2031,2069,1,0,0,0,1,1,0
2078,2022,0,1,0,1,0,1,0
2029,2071,0,1,1,0,0,0,1
2064,2036,1,0,1,0,0,1,0
2044,2056,0,1,1,0,0,1,0
2065,2035,0,1,0,1,0,0,1
2026,2074,1,0,0,0,1,1,0
2084,2016,0,1,0,1,0,1,0
2014,2086,0.5,0.5,0,0,0,0,1
2096,2004,0,1,0,1,0,0,1
2010,2090,0,1,1,0,0,0,1
2084,2016,1,0,1,0,0,0,1
2006,2094,1,0,0,1,0,0,1
2104,1996,0,1,0,1,0,1,0
2002,2098,0,1,1,0,0,1,0
2109,1991,0,1,0,0,1,1,0
1980,2120,1,0,0,1,0,0,1
2115,1985,1,0,1,0,0,1,0
2110,1990,1,0,1,0,0,1,0
1995,2119,0,1,1,0,0,1,0
1951,2114,0,1,0,1,0,0,1
2118,1947,0.5,0.5,0,1,0,1,0
2032,2128,1,0,0,0,1,0,1
2124,1951,1,0,1,0,0,0,1
1956,2119,0,1,1,0,0,0,1
2127,1919,1,0,1,0,0,0,1
2115,1901,1,0,0,1,0,0,1
2258,2234,1,0,0,1,0,0,1
2212,2267,1,0,0,0,1,0,1
2260,2230,1,0,0,1,0,0,1
2331,2505,0,1,0,0,1,1,0
2501,2335,1,0,0,0,1,0,1
2331,2505,0.5,0.5,0,0,0,0,1
2501,2335,1,0,0,0,1,0,1
2775,357,1,0,0,0,1,0,1
2340,2496,0,1,0,0,1,0,1
2491,2345,1,0,0,0,1,0,1
2350,2486,0,1,0,0,1,0,1
2481,2355,1,0,0,0,1,0,1
2352,2484,0.5,0.5,0,0,0,0,1
2495,2341,0,1,1,0,0,0,1
2934,1720,1,0,0,1,0,0,1
2346,2490,0,1,0,0,1,0,1
2485,2351,1,0,0,0,1,0,1
2286,324,0,1,0,0,1,0,1
2356,2480,0,1,0,0,1,0,1
2474,2362,1,0,0,0,1,0,1
2934,1317,1,0,0,1,0,0,1
2368,2468,0,1,0,0,1,0,1
2218,363,1,0,0,0,1,0,1
2929,271,0,1,0,0,1,0,1
2264,2464,0,1,0,0,1,0,1
2460,2268,1,0,0,0,1,0,1
2280,326,0.5,0.5,0,0,0,0,1
2929,1147,1,0,1,0,0,0,1
2785,359,1,0,0,0,1,0,1
2963,272,0.5,0.5,0,0,0,0,1
2777,294,0.5,0.5,0,0,0,0,1
2110,1961,1,0,1,0,0,0,1
2923,2461,1,0,0,0,1,0,1
2453,2930,0.5,0.5,0,0,0,0,1
1971,2103,0,1,1,0,0,1,0
2098,1976,1,0,1,0,0,0,1
1982,2092,0,1,1,0,0,1,0
2103,1971,0,1,1,0,0,1,0
2930,1088,1,0,0,0,1,0,1
1088,2930,0,1,0,0,1,0,1
1976,2096,0,1,1,0,0,0,1
1966,2104,0,1,1,0,0,0,1
1971,2097,0,1,1,0,0,0,1
1414,2656,0,1,1,0,0,0,1
2108,1960,0,1,0,1,0,1,0
1652,2919,0,1,0,0,1,0,1
2930,1652,1,0,0,0,1,0,1
2918,2454,1,0,1,0,0,0,1
2446,2925,0.5,0.5,0,0,0,0,1
2924,2447,1,0,1,0,0,0,1
2439,2931,0.5,0.5,0,0,0,0,1
2930,2440,1,0,1,0,0,0,1
2431,2937,0.5,0.5,0,0,0,0,1
1971,2103,0,1,1,0,0,0,1
2944,2422,0.5,0.5,0,0,0,1,0
2098,1976,1,0,1,0,0,0,1
1965,2109,1,0,0,1,0,0,1
2935,1185,1,0,0,0,1,0,1
2104,1970,1,0,1,0,0,0,1
2423,2943,0,1,0,0,0,0,1
1948,2116,1,0,0,1,0,0,1
2942,2424,1,0,1,0,0,0,1
2415,2949,0.5,0.5,0,0,0,0,1
2111,1974,1,0,1,0,0,0,1
2948,2416,1,0,1,0,0,0,1
1979,2106,0,1,1,0,0,0,1
2407,2955,0.5,0.5,0,0,0,0,1
2927,393,0,1,0,0,1,0,1
2954,2408,1,0,1,0,0,0,1
2117,1968,0,1,0,1,0,0,1
1956,2129,1,0,0,1,0,0,1
2399,2961,0.5,0.5,0,0,0,0,1
2125,1960,1,0,1,0,0,0,1
1965,2120,0,1,1,0,0,0,1
2115,1970,1,0,1,0,0,1,0
2926,2400,1,0,0,0,0,1,0
1967,2118,0.5,0.5,0,0,0,0,1
2130,1955,0,1,0,0,1,1,0
2401,2925,0,1,0,0,1,0,1
2038,2124,0,1,0,0,1,0,1
2924,2402,1,0,0,0,1,0,1
2403,2923,0,1,0,0,1,0,1
2922,2404,1,0,0,0,1,0,1
1960,2119,0,1,1,0,0,1,0
2405,2921,0,1,1,0,0,0,1
2114,1965,1,0,1,0,0,1,0
2141,2037,1,0,1,0,0,0,1
2920,2406,1,0,1,0,0,0,1
2546,149,0,1,1,0,0,0,1
1905,2110,0,1,1,0,0,0,1
2558,2391,0,1,1,0,0,0,1
2105,1967,1,0,1,0,0,1,0
1972,2100,0,1,1,0,0,1,0
2224,365,1,0,0,0,1,0,1
2095,1977,1,0,1,0,0,0,1
1966,2106,1,0,0,0,1,0,1
2118,1954,0,1,0,1,0,0,1
2557,291,0,1,0,0,1,0,1
1959,2113,0,1,1,0,0,0,1
2108,1964,1,0,1,0,0,1,0
2866,1785,1,0,1,0,0,1,0
1969,2103,0,1,1,0,0,1,0
2276,453,1,0,0,0,1,0,1
1936,2115,1,0,0,0,1,0,1
1777,2874,0.5,0.5,0,0,0,0,1
2111,1940,1,0,1,0,0,0,1
2273,2383,0,1,0,0,1,0,1
1945,2106,0,1,1,0,0,0,1
2553,149,0,1,1,0,0,1,0
2874,1777,1,0,0,0,1,0,1
2106,1964,0.5,0.5,0,0,0,0,1
2920,1224,1,0,0,0,1,0,1
2552,154,0,1,1,0,0,0,1
1630,2874,0,1,0,0,1,0,1
2874,1630,1,0,1,0,0,0,1
1956,2101,0,1,1,0,0,0,1
1630,2874,0,1,0,0,1,0,1
2551,383,0,1,1,0,0,1,0
2027,2111,1,0,0,1,0,0,1
1266,2874,0,1,0,0,1,0,1
2123,1933,0,1,0,0,1,0,1
2222,1923,1,0,0,0,0,0,1
1967,2118,0,1,1,0,0,0,1
2016,2078,0,1,0,1,0,0,1
1926,2219,0,1,1,0,0,0,1
2112,2033,1,0,1,0,0,0,1
2550,149,0,1,1,0,0,1,0
1903,2108,0,1,1,0,0,0,1
2071,2023,1,0,0,1,0,1,0
2103,1973,1,0,1,0,0,1,0
2031,2038,0,1,0,0,1,0,1
2874,1719,1,0,0,0,0,0,1
1720,2874,0,1,0,1,0,0,1
1972,2106,0.5,0.5,0,0,0,0,1
2109,1969,0.5,0.5,0,0,0,0,1
1974,2104,0,1,1,0,0,0,1
2549,148,0,1,1,0,0,1,0
2272,1755,1,0,0,0,1,0,1
2098,1987,1,0,1,0,0,0,1
1993,2092,0,1,1,0,0,0,1
2010,457,1,0,0,0,1,0,1
2094,1991,0.5,0.5,0,0,0,1,0
2920,1610,1,0,1,0,0,0,1
1946,2089,0,1,1,0,0,0,1
2874,1576,1,0,0,0,1,0,1
1610,2920,0,1,1,0,0,0,1
2092,1943,0.5,0.5,0,0,0,0,1
1597,2874,0,1,0,0,1,0,1
1993,2086,0,1,1,0,0,0,1
2874,1624,1,0,1,0,0,0,1
2080,1999,1,0,1,0,0,0,1
1989,2090,1,0,0,0,1,1,0
2920,1610,1,0,1,0,0,0,1
1626,2548,0,1,0,0,1,0,1
2092,1987,0.5,0.5,0,0,0,1,0
1993,2086,0,1,1,0,0,0,1
2080,1999,1,0,1,0,0,0,1
2373,2881,0.5,0.5,0,0,0,0,1
2548,1628,1,0,0,0,1,0,1
2005,2074,0,1,1,0,0,0,1
2880,2374,1,0,1,0,0,0,1
2067,2012,1,0,1,0,0,1,0
2002,2077,1,0,0,0,1,0,1
2365,2278,1,0,0,0,1,0,1
2284,2356,0,1,0,0,1,0,1
2346,2291,1,0,0,0,1,0,1
2880,1273,1,0,1,0,0,0,1
2298,2335,0,1,0,0,1,0,1
2323,2306,1,0,0,0,1,0,1
1273,2880,0,1,1,0,0,0,1
2314,2309,0,1,0,0,1,0,1
2323,2294,0,1,0,0,1,1,0
2920,1167,1,0,1,0,0,0,1
2277,2332,1,0,0,0,1,0,1
2070,2007,1,0,1,0,0,0,1
2342,2258,0,1,0,0,1,0,1
2237,2352,1,0,0,0,1,0,1
2363,2213,0,1,0,0,1,0,1
2187,2375,1,0,0,0,1,0,1
2547,149,0,1,1,0,0,0,1
1948,2065,0,1,1,0,0,0,1
2187,2961,0,1,0,1,0,0,1
1994,2075,1,0,0,0,1,0,1
2961,2187,1,0,1,0,0,0,1
2085,1984,0,1,0,0,1,0,1
1973,2096,1,0,0,1,0,0,1
2187,2961,0,1,1,0,0,0,1
2091,1978,1,0,1,0,0,0,1
2961,2187,1,0,1,0,0,0,1
1984,2085,0,1,1,0,0,0,1
2079,1990,1,0,1,0,0,0,1
2187,2961,0,1,0,1,0,0,1
1980,2089,1,0,0,1,0,0,1
2375,1643,1,0,0,0,1,0,1
2273,752,0,1,1,0,0,0,1
2083,1986,1,0,1,0,0,0,1
2961,2187,1,0,0,1,0,0,1
1984,2085,0.5,0.5,0,0,0,0,1
2079,1990,1,0,1,0,0,1,0
1988,2081,0.5,0.5,0,0,0,0,1
2075,1994,1,0,1,0,0,0,1
1984,2085,1,0,0,1,0,0,1
1985,458,1,0,1,0,0,0,1
1991,2077,0,1,1,0,0,0,1
2071,1997,1,0,1,0,0,1,0
1987,2081,1,0,0,1,0,0,1
2226,367,1,0,0,0,1,0,1
2092,1976,0,1,0,0,1,1,0
1982,2086,0,1,1,0,0,0,1
2080,1988,1,0,1,0,0,1,0
1994,2074,0,1,1,0,0,1,0
2961,1839,1,0,0,0,1,0,1
2084,1984,0,1,0,1,0,0,1
1839,2961,0,1,0,0,1,0,1
2961,1839,1,0,0,0,1,0,1
1973,2095,1,0,0,0,1,1,0
2089,1979,1,0,1,0,0,1,0
2028,458,1,0,1,0,0,0,1
1985,2083,0,1,1,0,0,0,1
2077,1991,1,0,1,0,0,0,1
1981,2087,1,0,0,0,1,0,1
2544,293,0,1,1,0,0,1,0
2081,1987,1,0,1,0,0,0,1
1993,2075,0,1,1,0,0,0,1
2005,460,1,0,0,0,1,0,1
1610,2961,0,1,1,0,0,0,1
2961,1610,1,0,1,0,0,0,1
1610,2961,0,1,1,0,0,0,1
2069,1999,1,0,1,0,0,1,0
1997,2071,0.5,0.5,0,0,0,0,1
2064,2004,1,0,1,0,0,0,1
2011,2057,0,1,1,0,0,0,1
2880,1769,1,0,1,0,0,0,1
2066,2002,0,1,1,0,0,1,0
2009,2059,0,1,1,0,0,0,1
2375,1763,1,0,1,0,0,1,0
2060,2008,0.5,0.5,0,0,0,0,1
