White rating,Black rating,White result,Black result,Victory by checkmate,Victory by time,Victory by resignation,Opposite side castling,Other development
2034,2036,0.5,0.5,0,0,0,1,0
2028,2042,1,0,0,0,1,0,1
2051,2019,0,1,0,0,1,0,1
2010,2060,1,0,0,0,1,1,0
2053,2017,1,0,1,0,0,1,0
2024,2046,0,1,1,0,0,0,1
2055,2015,0,1,0,0,1,0,1
2006,2064,1,0,0,0,1,0,1
2057,2013,1,0,1,0,0,0,1
2012,2058,0.5,0.5,0,0,0,1,0
2055,1995,0,1,0,0,1,1,0
1994,2056,0.5,0.5,0,0,0,0,1
2357,1679,1,0,0,0,1,0,1
2933,1149,1,0,0,0,1,0,1
2049,2001,1,0,1,0,0,1,0
1992,2058,1,0,0,0,1,1,0
2051,1999,1,0,1,0,0,1,0
1989,2061,1,0,0,0,1,0,1
2072,1933,0,1,0,1,0,1,0
1922,2083,1,0,0,0,1,0,1
2078,1927,1,0,1,0,0,0,1
1720,2356,0,1,0,0,1,0,1
2073,1938,1,0,1,0,0,0,1
1924,2076,0.5,0.5,0,0,0,0,1
2071,1929,1,0,1,0,0,0,1
2932,323,0.5,0.5,0,0,0,0,1
1970,2073,0.5,0.5,0,0,0,0,1
2067,1976,1,0,1,0,0,1,0
1982,2061,0,1,1,0,0,0,1
2063,1980,0.5,0.5,0,0,0,0,1
1970,2073,1,0,0,1,0,0,1
2080,2112,0,1,0,0,1,0,1
1931,2075,0,1,1,0,0,0,1
2070,1936,1,0,1,0,0,1,0
1941,2065,0,1,1,0,0,0,1
2060,1946,1,0,1,0,0,1,0
2105,2067,1,0,0,0,1,0,1
2971,276,0,1,0,0,1,0,1
2767,325,1,0,0,0,1,0,1
2971,277,0.5,0.5,0,0,0,0,1
2767,327,1,0,0,0,1,0,1
2971,278,0.5,0.5,0,0,0,0,1
2060,1998,1,0,1,0,0,0,1
1946,2054,0,1,1,0,0,0,1
2065,1935,0,1,0,1,0,0,1
1997,2075,1,0,0,1,0,1,0
2931,1090,0.5,0.5,0,0,0,0,1
2068,2004,1,0,1,0,0,0,1
2003,2069,0.5,0.5,0,0,0,1,0
2079,1993,0,1,0,0,1,0,1
2115,2070,0,1,1,0,0,0,1
1924,2081,1,0,0,0,1,0,1
2076,1929,1,0,1,0,0,0,1
1934,2071,0,1,1,0,0,0,1
2082,1923,0,1,0,1,0,0,1
1928,2077,0,1,1,0,0,0,1
2072,1933,1,0,1,0,0,0,1
1938,2067,0,1,1,0,0,1,0
2078,1927,0,1,0,1,0,1,0
1932,2073,0,1,1,0,0,0,1
1996,2075,0.5,0.5,0,0,0,1,0
2069,2002,1,0,1,0,0,0,1
2000,2071,0.5,0.5,0,0,0,0,1
2064,2007,1,0,1,0,0,0,1
2014,2057,0,1,1,0,0,0,1
1991,2409,0,1,0,0,1,0,1
2075,2004,0,1,0,1,0,1,0
2408,1992,1,0,0,0,1,0,1
1994,2354,0,1,0,0,1,0,1
2352,1996,1,0,0,0,1,0,1
1997,2407,0,1,0,0,1,0,1
2406,1998,1,0,0,0,1,0,1
1999,2405,0,1,0,0,1,0,1
2404,2000,1,0,0,0,1,1,0
1932,2070,0,1,1,0,0,0,1
2001,2403,0,1,0,0,1,0,1
2065,1937,1,0,0,0,0,0,1
2660,1406,1,0,0,1,0,0,1
2044,2170,1,0,1,0,0,1,0
1151,2931,0,1,0,0,1,0,1
2962,421,0,1,0,0,1,0,1
2036,2022,1,0,1,0,0,1,0
1720,2662,0,1,0,0,1,0,1
1971,2105,0,1,0,0,0,0,1
2936,423,0.5,0.5,0,0,0,0,1
2652,412,0.5,0.5,0,0,0,0,1
1704,2352,0,1,0,0,1,0,1
2591,276,1,0,0,0,1,0,1
2938,426,0,1,0,0,1,1,0
2360,358,1,0,0,0,1,1,0
1182,2908,0,1,0,0,1,0,1
2754,453,0,1,0,0,1,0,1
2658,415,1,0,0,0,1,0,1
2771,332,0,1,0,0,1,0,1
2584,277,0,1,0,0,1,0,1
2362,359,1,0,0,0,1,1,0
2935,1143,1,0,0,1,0,0,1
2770,459,0.5,0.5,0,0,0,0,1
2769,333,0,1,0,0,1,0,1
2949,429,1,0,0,0,0,0,1
2364,360,1,0,0,0,1,1,0
2766,428,0.5,0.5,0,0,0,1,0
2116,1960,0,1,1,0,0,0,1
2767,333,0,1,0,0,1,0,1
1471,2908,0,1,1,0,0,0,1
2504,2543,1,0,1,0,0,1,0
2641,279,0.5,0.5,0,0,0,0,1
1204,2966,0,1,0,1,0,0,1
2966,1143,1,0,0,0,1,0,1
2970,279,0.5,0.5,0,0,0,0,1
2170,453,1,0,1,0,0,0,1
1841,2168,0,1,0,0,1,0,1
2166,1843,1,0,0,0,1,0,1
1845,2164,0,1,0,0,1,0,1
2162,1847,1,0,0,0,1,0,1
1849,2160,0,1,0,0,1,0,1
2766,333,0,1,0,0,1,0,1
2005,454,1,0,0,0,1,0,1
2950,379,0.5,0.5,0,0,0,0,1
2539,157,0,1,1,0,0,0,1
2352,1704,1,0,0,0,1,0,1
1704,2352,0,1,1,0,0,0,1
2352,1704,1,0,1,0,0,0,1
2164,2371,0,1,0,0,1,0,1
2367,2168,1,0,0,0,1,0,1
2365,2003,1,0,0,0,1,0,1
2950,1849,1,0,0,0,0,0,1
1960,2950,0,1,0,0,0,0,1
2950,433,0.5,0.5,0,0,0,0,1
1975,2036,0,1,0,0,1,1,0
1962,455,1,0,0,0,1,0,1
2970,424,0.5,0.5,0,0,0,0,1
1923,2537,0,1,0,0,1,0,1
2350,1943,1,0,0,0,1,0,1
2767,356,0.5,0.5,0,0,0,1,0
2950,439,0.5,0.5,0,0,0,0,1
2696,280,0.5,0.5,0,0,0,0,1
2971,430,0.5,0.5,0,0,0,0,1
2037,456,1,0,1,0,0,0,1
2004,457,1,0,0,0,1,0,1
1440,2949,0,1,0,0,1,0,1
2949,1440,1,0,1,0,0,0,1
1440,2949,0,1,0,0,1,0,1
2949,1440,1,0,0,0,1,0,1
1440,2949,0,1,0,0,1,0,1
2949,1387,1,0,0,0,1,0,1
1811,2949,0,1,0,1,0,0,1
2017,457,1,0,1,0,0,0,1
2949,1811,1,0,0,1,0,0,1
2071,2008,0,1,0,0,1,0,1
2006,2073,0.5,0.5,0,0,0,0,1
2533,265,0,1,1,0,0,0,1
1969,458,1,0,0,0,1,0,1
2011,2064,0,1,1,0,0,0,1
2950,714,0.5,0.5,0,0,0,0,1
2771,359,0.5,0.5,0,0,0,0,1
2692,280,0.5,0.5,0,0,0,0,1
2950,1164,1,0,0,1,0,0,1
1851,2166,0,1,1,0,0,0,1
1164,2950,0,1,1,0,0,0,1
2012,2065,0.5,0.5,0,0,0,0,1
2783,363,1,0,0,0,1,0,1
2058,2019,1,0,1,0,0,0,1
2010,2067,1,0,0,0,1,1,0
2077,2000,0,1,1,0,0,0,1
2688,281,1,0,1,0,0,0,1
1998,2079,0.5,0.5,0,0,0,1,0
2004,2073,0,1,1,0,0,1,0
2083,1994,0,1,0,1,0,1,0
1984,2093,1,0,1,0,0,0,1
2096,1981,0.5,0.5,0,0,0,1,0
1970,2107,1,0,1,0,0,1,0
2100,1975,1,0,1,0,0,0,1
1972,2103,0.5,0.5,0,0,0,0,1
2106,1969,0.5,0.5,0,0,0,1,0
1958,2117,1,0,0,0,1,0,1
2129,1946,0,1,0,0,1,1,0
1934,2141,1,0,0,1,0,0,1
2137,1938,1,0,1,0,0,0,1
2950,1268,1,0,0,0,1,0,1
2123,2138,1,0,1,0,0,0,1
2950,1557,1,0,0,1,0,0,1
2159,2128,1,0,0,0,1,0,1
2923,1266,0,1,0,0,0,0,1
1282,2950,0,1,0,1,0,0,1
1147,2923,0,1,0,1,0,0,1
2950,1120,1,0,1,0,0,0,1
2950,322,0.5,0.5,0,0,0,0,1
2128,1912,1,0,0,0,1,0,1
2971,438,0.5,0.5,0,0,0,0,1
2641,1391,1,0,0,1,0,0,1
1899,2141,1,0,1,0,0,0,1
2950,324,0.5,0.5,0,0,0,0,1
2138,1902,1,0,0,1,0,0,1
1905,2135,0,1,0,0,1,0,1
2972,445,0.5,0.5,0,0,0,0,1
2948,327,0.5,0.5,0,0,0,0,1
2965,452,0,1,0,0,1,0,1
2132,1908,1,0,0,0,1,0,1
2956,330,0.5,0.5,0,0,0,0,1
2956,1118,1,0,0,1,0,0,1
1912,2125,0,1,0,0,1,0,1
2124,1912,1,0,1,0,0,0,1
2961,280,0,1,0,0,1,0,1
1811,2923,0,1,0,0,1,0,1
2777,332,0.5,0.5,0,0,0,0,1
2923,1811,1,0,0,0,1,0,1
2969,281,0.5,0.5,0,0,0,0,1
2777,335,1,0,0,0,1,0,1
1811,2923,0,1,0,0,1,0,1
1993,2402,0,1,0,0,1,0,1
2969,283,0.5,0.5,0,0,0,0,1
2401,1994,1,0,0,0,1,0,1
1995,2400,0,1,0,0,1,0,1
2923,1811,1,0,0,0,1,0,1
2399,1996,1,0,0,0,1,0,1
1927,2118,0,1,1,0,0,0,1
2122,1923,0.5,0.5,0,0,0,0,1
2391,328,0,1,0,0,1,0,1
2382,515,1,0,0,0,1,0,1
2117,1962,1,0,1,0,0,0,1
2922,459,0.5,0.5,0,0,0,0,1
1913,2113,0,1,1,0,0,0,1
2773,357,0.5,0.5,0,0,0,0,1
2773,331,0.5,0.5,0,0,0,0,1
2377,360,1,0,0,0,1,0,1
1962,2108,0,1,1,0,0,0,1
2769,332,0,1,0,0,1,0,1
2104,1921,1,0,1,0,0,1,0
2381,361,1,0,0,0,1,0,1
2765,333,0,1,0,0,1,0,1
2385,363,1,0,0,0,1,0,1
2971,1683,1,0,0,0,1,0,1
2761,334,0,1,0,0,1,1,0
1965,2098,0,1,1,0,0,0,1
1683,2971,0,1,0,0,1,0,1
2389,364,1,0,0,0,1,1,0
2093,1970,1,0,1,0,0,0,1
1926,2088,0,1,1,0,0,0,1
1976,2082,0,1,1,0,0,1,0
2757,335,0,1,0,0,1,1,0
2084,1974,0.5,0.5,0,0,0,0,1
2393,365,1,0,0,0,1,0,1
1971,2087,0.5,0.5,0,0,0,1,0
2090,1968,0.5,0.5,0,0,0,0,1
2753,336,0,1,0,0,1,0,1
1957,2101,1,0,0,0,1,0,1
2389,367,0.5,0.5,0,0,0,0,1
2113,1945,0,1,0,0,1,0,1
2757,337,0,1,0,0,1,0,1
2145,1964,1,0,0,0,1,0,1
2393,369,1,0,0,0,1,0,1
2119,2132,1,0,0,0,1,0,1
1955,2114,0,1,1,0,0,0,1
1964,2971,0,1,0,1,0,0,1
2753,339,0,1,0,0,1,0,1
2397,370,1,0,0,0,1,0,1
1720,2922,0,1,0,0,0,0,1
2749,340,0,1,0,0,1,0,1
2957,1691,1,0,1,0,0,0,1
2349,1720,1,0,0,0,1,0,1
2971,1691,1,0,0,0,1,0,1
2401,372,1,0,0,0,1,0,1
1691,2971,0,1,1,0,0,0,1
2971,1691,1,0,1,0,0,1,0
2745,341,0,1,0,0,1,1,0
2405,374,1,0,0,0,1,0,1
2957,443,0.5,0.5,0,0,0,0,1
2749,342,0.5,0.5,0,0,0,0,1
2971,467,0.5,0.5,0,0,0,0,1
2401,376,1,0,0,0,1,0,1
1811,2957,0,1,0,1,0,0,1
2753,344,0.5,0.5,0,0,0,1,0
2107,1914,1,0,1,0,0,0,1
2957,1811,1,0,0,1,0,0,1
1976,2102,0,1,1,0,0,0,1
1811,2957,0,1,0,0,1,0,1
2110,2124,0,1,0,1,0,0,1
2397,377,1,0,0,0,1,0,1
2749,345,0,1,0,0,1,0,1
2401,379,1,0,0,0,1,0,1
2745,346,0,1,0,0,1,1,0
2141,1968,1,0,0,0,1,0,1
1973,2136,0,1,1,0,0,0,1
2131,1978,1,0,0,0,1,0,1
1699,2349,0,1,0,0,1,0,1
2349,1703,1,0,0,0,1,0,1
1703,2532,0,1,0,0,0,1,0
2532,1703,1,0,0,0,1,0,1
1939,456,1,0,0,0,1,0,1
2530,152,0,1,1,0,0,0,1
1955,457,1,0,0,0,1,0,1
2349,1682,1,0,0,0,1,0,1
1682,2349,0,1,0,0,1,0,1
1954,457,1,0,1,0,0,0,1
2111,1951,0.5,0.5,0,0,0,1,0
2130,2119,1,0,0,1,0,1,0
2115,1930,1,0,1,0,0,0,1
1909,2117,0,1,1,0,0,0,1
2141,299,1,0,0,0,1,0,1
1908,2113,0,1,1,0,0,0,1
1667,2349,0,1,1,0,0,0,1
2528,1667,1,0,0,0,1,0,1
2108,1952,1,0,1,0,0,1,0
2103,1958,1,0,1,0,0,1,0
2535,265,0.5,0.5,0,0,0,0,1
1959,458,1,0,1,0,0,0,1
2775,361,0.5,0.5,0,0,0,0,1
1964,2098,0,1,1,0,0,0,1
1957,2093,0,1,1,0,0,0,1
2684,280,0.5,0.5,0,0,0,0,1
2641,1793,1,0,0,0,1,0,1
1793,2641,0,1,0,0,1,0,1
2771,365,0,1,1,0,0,0,1
2696,281,1,0,1,0,0,0,1
2087,1978,1,0,1,0,0,0,1
1975,2090,0.5,0.5,0,0,0,0,1
2101,1964,0,1,0,0,1,0,1
2096,1962,1,0,1,0,0,1,0
1958,2089,0,1,1,0,0,1,0
1967,2082,0,1,1,0,0,0,1
2769,332,1,0,0,0,1,1,0
2070,1973,1,0,1,0,0,0,1
2064,1962,1,0,1,0,0,1,0
1979,2058,0,1,1,0,0,1,0
2052,1968,1,0,1,0,0,0,1
1974,2046,0,1,1,0,0,1,0
2039,1981,1,0,1,0,0,0,1
2969,282,0.5,0.5,0,0,0,0,1
2769,334,1,0,0,0,1,0,1
2012,2042,0,1,1,0,0,0,1
2051,2003,0,1,0,1,0,0,1
2961,283,0,1,0,0,1,0,1
2769,336,0.5,0.5,0,0,0,0,1
2061,1993,0,1,0,0,1,0,1
1991,2063,0.5,0.5,0,0,0,0,1
2961,284,0,1,0,0,1,0,1
2769,338,0.5,0.5,0,0,0,0,1
2056,1998,1,0,1,0,0,1,0
2005,2049,0,1,1,0,0,0,1
2058,1996,0,1,0,0,1,1,0
1795,2641,0,1,0,0,1,0,1
2969,286,0.5,0.5,0,0,0,0,1
2122,2065,1,0,1,0,0,0,1
2067,1986,0.5,0.5,0,0,0,0,1
1992,2061,0,1,1,0,0,0,1
2760,425,0,1,0,0,1,0,1
1985,2055,0,1,1,0,0,1,0
2097,1982,0,1,0,0,0,0,1
1970,2157,1,0,0,0,1,0,1
2973,287,0.5,0.5,0,0,0,0,1
2045,1976,1,0,1,0,0,1,0
2751,342,0.5,0.5,0,0,0,0,1
1974,2047,0.5,0.5,0,1,0,1,0
2057,1964,0,1,0,0,1,0,1
2983,288,0.5,0.5,0,0,0,1,0
1953,2068,1,0,0,0,1,0,1
2741,344,0.5,0.5,0,0,0,0,1
2071,1950,0.5,0.5,0,0,0,0,1
1939,2082,1,0,0,0,1,0,1
2072,1944,1,0,1,0,0,0,1
1949,2067,0,1,1,0,0,0,1
1750,2365,1,0,0,0,1,0,1
2061,1955,1,0,1,0,0,0,1
2381,1734,0,1,0,0,1,0,1
1953,2063,0.5,0.5,0,0,0,0,1
2074,1942,0,1,0,1,0,1,0
1947,2069,0,1,1,0,0,1,0
2080,1936,0,1,1,0,0,1,0
1941,2075,0,1,1,0,0,0,1
2070,1946,1,0,1,0,0,0,1
1952,2064,0,1,1,0,0,0,1
2058,1958,1,0,1,0,0,0,1
1947,2069,1,0,0,1,0,0,1
2063,1953,1,0,1,0,0,0,1
1977,2380,0,1,0,0,1,0,1
2379,1978,1,0,0,0,1,1,0
1959,2057,0,1,1,0,0,0,1
2047,2147,1,0,1,0,0,0,1
1975,2057,1,0,0,1,0,0,1
2047,2137,1,0,1,0,0,0,1
2040,1976,1,0,1,0,0,0,1
1960,2045,1,0,0,1,0,0,1
2037,1965,1,0,1,0,0,1,0
2081,2124,0,1,1,0,0,0,1
2137,2024,1,0,0,0,1,0,1
2131,2023,1,0,0,0,1,0,1
2378,1691,1,0,0,0,0,0,1
2405,376,1,0,0,0,1,0,1
2741,342,0,1,0,0,1,0,1
2025,1979,0.5,0.5,0,0,0,0,1
2409,378,1,0,0,0,1,0,1
2745,343,0.5,0.5,0,0,0,0,1
2405,380,1,0,0,0,1,0,1
2741,344,0,1,0,0,1,0,1
2401,382,0.5,0.5,0,0,0,0,1
2753,346,0.5,0.5,0,0,0,1,0
2397,384,1,0,0,0,1,1,0
1933,2382,0,1,1,0,0,0,1
2381,1934,1,0,1,0,0,0,1
2757,347,0.5,0.5,0,0,0,0,1
1935,2380,0,1,1,0,0,0,1
2379,1936,1,0,0,1,0,0,1
1936,2957,0,1,1,0,0,0,1
2957,1936,1,0,1,0,0,0,1
1375,2957,0,1,0,0,1,1,0
2957,1375,1,0,0,1,0,0,1
2134,522,1,0,1,0,0,0,1
2373,353,0,1,1,0,0,0,1
2922,1674,1,0,1,0,0,1,0
1700,2378,0,1,0,0,1,0,1
2378,1700,1,0,0,0,1,1,0
2962,287,0.5,0.5,0,0,0,0,1
1700,2378,0,1,0,0,1,0,1
2378,354,0.5,0.5,0,0,0,0,1
2740,470,1,0,0,0,1,0,1
2954,288,0,1,0,0,1,0,1
2740,476,0.5,0.5,0,0,0,0,1
2963,290,0.5,0.5,0,0,0,0,1
2739,482,1,0,0,0,1,0,1
2533,167,0,1,1,0,0,0,1
2960,373,0.5,0.5,0,0,0,0,1
2920,490,0.5,0.5,0,0,0,0,1
2962,377,0.5,0.5,0,0,0,0,1
2918,499,0.5,0.5,0,0,0,0,1
2132,533,1,0,1,0,0,0,1
2532,152,0,1,1,0,0,0,1
2993,290,0.5,0.5,0,0,0,0,1
2737,343,1,0,0,0,1,0,1
2532,1634,1,0,0,0,1,1,0
1349,2918,0,1,0,0,0,0,1
2695,291,0.5,0.5,0,0,0,0,1
2531,151,0,1,1,0,0,0,1
1988,2013,0,1,1,0,0,0,1
1763,2539,0.5,0.5,0,0,0,0,1
1991,2009,1,0,1,0,0,1,0
2001,1999,1,0,0,0,1,0,1
2007,1993,0,1,0,0,1,0,1
1989,457,1,0,1,0,0,0,1
1649,2918,0,1,0,0,1,0,1
2918,1649,1,0,0,0,1,0,1
1767,2538,0,1,0,1,0,0,1
1908,2128,0,1,1,0,0,0,1
2538,1767,1,0,0,1,0,0,1
1560,2918,0,1,0,0,0,0,1
1974,458,1,0,1,0,0,0,1
2129,458,1,0,0,0,1,0,1
2739,365,0.5,0.5,0,0,0,1,0
2701,290,1,0,1,0,0,0,1
2646,1375,1,0,0,1,0,0,1
2918,1757,1,0,0,0,1,0,1
1375,2646,0,1,0,0,1,0,1
2724,369,0,1,1,0,0,1,0
2717,292,1,0,1,0,0,0,1
2716,373,0.5,0.5,0,0,0,0,1
2717,294,0.5,0.5,0,0,0,0,1
1241,2918,0,1,0,0,1,1,0
2719,341,1,0,0,0,1,0,1
2984,296,0,1,0,0,1,0,1
2378,1765,1,0,0,0,1,0,1
1452,2918,0,1,0,0,0,0,1
2725,343,1,0,0,0,1,1,0
2978,296,0,1,0,0,1,0,1
2731,345,1,0,0,0,1,0,1
2646,1382,1,0,0,0,1,0,1
2126,2229,0,1,0,0,1,0,1
1765,2378,0,1,0,0,1,0,1
1322,2918,0,1,1,0,0,0,1
1323,2918,0,1,1,0,0,0,1
2378,1774,1,0,0,0,1,0,1
1774,2378,0,1,0,0,1,0,1
2378,1775,1,0,0,0,1,0,1
2733,634,0.5,0.5,0,0,0,0,1
1961,2118,0,1,0,0,1,1,0
2646,1459,1,0,0,0,1,0,1
1990,2382,0.5,0.5,0,0,0,0,1
2380,1992,1,0,0,0,1,0,1
1459,2646,0,1,0,0,1,0,1
1985,2378,0,1,0,0,1,0,1
2972,298,0,1,0,0,1,0,1
2646,1459,1,0,0,0,1,0,1
2376,1987,1,0,0,0,1,0,1
1980,2383,0.5,0.5,0,0,0,0,1
2381,1982,1,0,0,0,1,0,1
1984,2379,0,1,0,0,1,0,1
2139,1894,0,1,0,0,1,0,1
2377,1986,1,0,0,0,1,0,1
1897,2136,0,1,0,1,0,0,1
1979,2384,0.5,0.5,0,0,0,0,1
2382,1980,1,0,0,0,1,0,1
1973,2389,0.5,0.5,0,0,0,0,1
2377,1974,1,0,0,0,1,0,1
1975,2376,0,1,0,0,1,0,1
2374,1977,1,0,0,0,1,0,1
2131,558,1,0,1,0,0,0,1
2648,347,1,0,0,0,1,0,1
2137,1892,0.5,0.5,0,0,0,0,1
2382,352,0,1,1,0,0,0,1
2137,567,1,0,1,0,0,0,1
2374,1683,1,0,0,0,1,0,1
1683,2374,0,1,0,0,1,0,1
1115,2963,0,1,1,0,0,0,1
2963,1115,1,0,1,0,0,0,1
1115,2963,0,1,1,0,0,0,1
2648,1361,1,0,0,1,0,0,1
2011,2122,0,1,0,1,0,0,1
2976,295,0.5,0.5,0,0,0,1,0
2726,442,0.5,0.5,0,0,0,0,1
2978,297,0,1,0,0,1,0,1
2732,446,1,0,0,0,1,0,1
2735,500,1,0,0,0,1,0,1
2965,298,0.5,0.5,0,0,0,0,1
2266,422,1,0,0,0,1,0,1
1760,2390,1,0,0,0,1,0,1
2725,507,0.5,0.5,0,0,0,0,1
2975,300,0.5,0.5,0,0,0,0,1
2390,1760,1,0,0,0,1,0,1
2142,337,1,0,0,0,1,0,1
2100,1912,1,0,1,0,0,0,1
2646,1553,1,0,0,0,1,0,1
2255,354,0,1,0,0,1,0,1
1916,2096,0,1,1,0,0,0,1
2092,1920,1,0,1,0,0,0,1
2252,338,0.5,0.5,0,0,0,0,1
1993,2015,0,1,1,0,0,0,1
2016,1992,0.5,0.5,0,0,0,1,0
1983,2025,1,0,0,1,0,0,1
2018,1990,1,0,1,0,0,0,1
1375,2646,0,1,0,0,1,0,1
2136,2024,1,0,0,0,1,0,1
2646,1375,1,0,1,0,0,0,1
2030,2113,0,1,1,0,0,1,0
1992,2023,0,1,1,0,0,1,0
1987,2022,0,1,1,0,0,0,1
2031,1978,0,1,0,1,0,0,1
2022,1985,1,0,1,0,0,0,1
1976,2031,1,0,1,0,0,1,0
2024,1983,1,0,1,0,0,0,1
1990,2017,0,1,1,0,0,0,1
2009,1998,1,0,1,0,0,1,0
2006,2001,0,1,1,0,0,0,1
2009,1998,0,1,0,0,1,1,0
2006,2015,0,1,1,0,0,0,1
2014,1999,0,1,1,0,0,0,1
2007,2006,0,1,0,0,1,0,1
2717,299,0.5,0.5,0,0,0,0,1
2712,374,0,1,1,0,0,0,1
2000,2002,0.5,0.5,0,0,0,1,0
2725,301,0.5,0.5,0,0,0,0,1
2712,378,0.5,0.5,0,0,0,0,1
2010,2000,0.5,0.5,0,0,0,1,0
1924,2106,0,1,1,0,0,0,1
2008,2002,0,1,1,0,0,1,0
2000,2010,1,0,0,1,0,1,0
1750,2646,0,1,0,1,0,0,1
2646,1750,1,0,0,0,1,1,0
1750,2646,0,1,0,0,1,0,1
2012,2100,0,1,1,0,0,0,1
2161,1901,1,0,0,0,1,0,1
2093,2030,1,0,0,0,1,1,0
1998,2023,0,1,1,0,0,0,1
2026,2014,1,0,1,0,0,0,1
2646,1759,1,0,0,0,1,0,1
1759,2646,0,1,0,0,1,0,1
2004,2041,1,0,1,0,0,0,1
2011,2034,0,1,1,0,0,1,0
2026,2019,1,0,1,0,0,0,1
2010,2035,1,0,0,1,0,0,1
2044,2001,0,1,0,0,1,1,0
2000,2045,0.5,0.5,0,0,0,0,1
1989,2058,1,0,0,0,1,0,1
2068,1979,0,1,0,1,0,1,0
1977,2070,0.5,0.5,0,0,0,0,1
2072,1975,0.5,0.5,0,0,0,0,1
1973,2074,0.5,0.5,0,0,0,1,0
2059,1979,1,0,1,0,0,1,0
2388,2073,1,0,0,0,0,0,1
2086,2385,0,1,0,0,1,0,1
2389,337,0,1,0,0,1,0,1
2646,1718,1,0,0,1,0,0,1
1718,2646,0,1,0,0,1,0,1
2918,1776,1,0,0,0,1,0,1
1542,2654,0.5,0.5,0,0,0,0,1
2385,1628,1,0,1,0,0,0,1
1955,481,1,0,1,0,0,0,1
2264,1843,1,0,0,0,1,0,1
2654,1542,1,0,0,0,1,0,1
2167,485,1,0,0,0,1,0,1
2756,338,0,1,0,0,1,0,1
2271,754,1,0,1,0,0,0,1
2270,1837,1,0,0,0,1,0,1
2259,373,1,0,0,0,1,0,1
1838,2269,0,1,0,0,1,0,1
2268,1839,1,0,0,0,1,0,1
1840,2267,0,1,0,0,1,0,1
2266,1841,1,0,0,0,1,0,1
1842,2265,0,1,0,0,1,0,1
2264,1843,1,0,1,0,0,0,1
2109,2067,1,0,1,0,0,0,1
2755,336,0,1,0,0,1,0,1
1997,2052,0,1,1,0,0,0,1
2050,1995,0,1,0,0,1,1,0
1985,2060,1,0,0,1,0,0,1
2070,1975,0,1,0,0,1,0,1
1964,2081,1,0,0,0,1,0,1
2075,1970,1,0,1,0,0,1,0
1959,2086,1,0,0,0,1,1,0
2086,2091,0.5,0.5,0,0,0,0,1
1954,2081,0,1,1,0,0,0,1
2076,1958,1,0,1,0,0,0,1
1955,2079,0.5,0.5,0,0,0,1,0
2073,1961,1,0,1,0,0,1,0
1958,2076,0.5,0.5,0,0,0,0,1
2100,2063,0,1,0,0,1,0,1
1788,2384,0,1,0,0,1,0,1
2047,1963,1,0,1,0,0,0,1
2110,2037,0,1,0,0,1,0,1
2045,2056,0,1,0,0,1,0,1
2496,2395,1,0,0,0,1,1,0
2975,1455,1,0,0,0,1,0,1
2039,1969,1,0,1,0,0,0,1
1976,2032,0,1,1,0,0,0,1
2103,1913,1,0,0,0,1,0,1
2025,1976,1,0,1,0,0,1,0
2164,1927,1,0,0,0,1,0,1
1930,2161,0,1,1,0,0,0,1
2471,1604,1,0,0,0,1,0,1
2260,372,1,0,0,0,1,0,1
2150,501,0,1,1,0,0,0,1
2753,336,0,1,0,0,1,1,0
2269,361,0,1,0,0,1,0,1
2162,511,1,0,0,0,1,0,1
2097,292,0.5,0.5,0,0,0,0,1
2257,365,0,1,0,0,1,0,1
2174,521,1,0,0,0,1,0,1
1968,2248,0,1,1,0,0,0,1
2918,1382,1,0,1,0,0,0,1
2250,368,0.5,0.5,0,0,0,0,1
1849,2654,0,1,1,0,0,0,1
2092,1935,1,0,0,0,0,0,1
2014,536,0.5,0.5,0,0,0,0,1
2918,1202,1,0,1,0,0,0,1
1202,2918,0,1,1,0,0,0,1
2717,295,0,1,0,0,1,0,1
2654,294,0,1,1,0,0,0,1
2728,376,1,0,0,0,1,0,1
2020,415,1,0,1,0,0,0,1
2700,297,0,1,0,0,1,0,1
2730,381,0,1,0,0,1,0,1
2654,296,0,1,1,0,0,0,1
2086,2004,1,0,0,0,1,0,1
1387,2918,0,1,1,0,0,0,1
1578,2918,0,1,1,0,0,0,1
2179,2229,0,1,0,0,1,0,1
2967,298,0,1,0,0,1,0,1
1604,2471,0,1,0,0,1,0,1
2736,336,1,0,0,0,1,0,1
2000,2096,1,0,1,0,0,0,1
1721,2471,0,1,0,0,1,0,1
1721,2654,0,1,0,0,1,0,1
2658,298,0.5,0.5,0,0,0,0,1
2740,648,0.5,0.5,0,0,0,0,1
1908,2108,1,0,1,0,0,0,1
1912,2104,0,1,0,1,0,0,1
2003,2183,0.5,0.5,0,0,0,0,1
2108,1908,0.5,0.5,0,1,0,0,1
2383,1978,1,0,0,0,1,0,1
2752,333,0,1,0,0,1,0,1
1964,2382,0,1,0,0,1,0,1
2381,1965,1,0,0,0,1,0,1
1966,2380,0,1,0,0,1,0,1
2263,370,1,0,0,0,1,0,1
2379,1967,1,0,0,0,1,0,1
2750,333,0,1,0,0,1,0,1
2261,331,0.5,0.5,0,0,0,0,1
2409,334,1,0,0,0,1,0,1
1804,2654,0,1,0,0,1,0,1
2255,333,1,0,0,0,1,0,1
2256,370,1,0,0,0,1,0,1
2748,337,0,1,0,0,1,0,1
2258,371,1,0,0,0,1,0,1
2746,337,0,1,0,0,1,0,1
